aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
62,88,2023-06-06:02,1.3,96.3,25.7,17.33,2,2023-06-06T07:30:00,2023-06-06T02:00:00,1686016800
60,90,2023-06-06:01,1.7,91.7,24.3,16.67,2,2023-06-06T06:30:00,2023-06-06T01:00:00,1686013200
59,92,2023-06-06:00,2,87,23,16,2,2023-06-06T05:30:00,2023-06-06T00:00:00,1686009600
61,93.7,2023-06-05:23,2,93.7,24.7,17,2.7,2023-06-06T04:30:00,2023-06-05T23:00:00,1686006000
63,95.3,2023-06-05:22,2,100.3,26.3,18,3.3,2023-06-06T03:30:00,2023-06-05T22:00:00,1686002400
65,97,2023-06-05:21,2,107,28,19,4,2023-06-06T02:30:00,2023-06-05T21:00:00,1685998800
68,98.3,2023-06-05:20,2.3,107.3,30,20.33,4,2023-06-06T01:30:00,2023-06-05T20:00:00,1685995200
71,99.7,2023-06-05:19,2.7,107.7,32,21.67,4,2023-06-06T00:30:00,2023-06-05T19:00:00,1685991600
74,101,2023-06-05:18,3,108,34,23,4,2023-06-05T23:30:00,2023-06-05T18:00:00,1685988000
74,103.3,2023-06-05:17,3,109.7,34,23,5.3,2023-06-05T22:30:00,2023-06-05T17:00:00,1685984400
74,105.7,2023-06-05:16,3,111.3,34,23,6.7,2023-06-05T21:30:00,2023-06-05T16:00:00,1685980800
74,108,2023-06-05:15,3,113,34,23,8,2023-06-05T20:30:00,2023-06-05T15:00:00,1685977200
72,107.3,2023-06-05:14,2.3,119.7,33.3,22,8.7,2023-06-05T19:30:00,2023-06-05T14:00:00,1685973600
69,106.7,2023-06-05:13,1.7,126.3,32.7,21,9.3,2023-06-05T18:30:00,2023-06-05T13:00:00,1685970000
67,106,2023-06-05:12,1,133,32,20,10,2023-06-05T17:30:00,2023-06-05T12:00:00,1685966400
79,107.7,2023-06-05:11,1.3,134.3,39.7,25.33,10,2023-06-05T16:30:00,2023-06-05T11:00:00,1685962800
90,109.3,2023-06-05:10,1.7,135.7,47.3,30.67,10,2023-06-05T15:30:00,2023-06-05T10:00:00,1685959200
102,111,2023-06-05:09,2,137,55,36,10,2023-06-05T14:30:00,2023-06-05T09:00:00,1685955600
98,106.7,2023-06-05:08,1.7,136.7,52.3,34.33,9.7,2023-06-05T13:30:00,2023-06-05T08:00:00,1685952000
95,102.3,2023-06-05:07,1.3,136.3,49.7,32.67,9.3,2023-06-05T12:30:00,2023-06-05T07:00:00,1685948400
91,98,2023-06-05:06,1,136,47,31,9,2023-06-05T11:30:00,2023-06-05T06:00:00,1685944800
87,103.7,2023-06-05:05,1.3,120,44,29.33,8.7,2023-06-05T10:30:00,2023-06-05T05:00:00,1685941200
84,109.3,2023-06-05:04,1.7,104,41,27.67,8.3,2023-06-05T09:30:00,2023-06-05T04:00:00,1685937600
80,115,2023-06-05:03,2,88,38,26,8,2023-06-05T08:30:00,2023-06-05T03:00:00,1685934000
74,120.7,2023-06-05:02,2.7,84.7,34,23.33,9.7,2023-06-05T07:30:00,2023-06-05T02:00:00,1685930400
69,126.3,2023-06-05:01,3.3,81.3,30,20.67,11.3,2023-06-05T06:30:00,2023-06-05T01:00:00,1685926800
63,132,2023-06-05:00,4,78,26,18,13,2023-06-05T05:30:00,2023-06-05T00:00:00,1685923200
68,134,2023-06-04:23,4,88,29.3,20.33,17.7,2023-06-05T04:30:00,2023-06-04T23:00:00,1685919600
73,136,2023-06-04:22,4,98,32.7,22.67,22.3,2023-06-05T03:30:00,2023-06-04T22:00:00,1685916000
78,138,2023-06-04:21,4,108,36,25,27,2023-06-05T02:30:00,2023-06-04T21:00:00,1685912400
84,138.3,2023-06-04:20,4,114,39.7,27.67,30.3,2023-06-05T01:30:00,2023-06-04T20:00:00,1685908800
90,138.7,2023-06-04:19,4,120,43.3,30.33,33.7,2023-06-05T00:30:00,2023-06-04T19:00:00,1685905200
95,139,2023-06-04:18,4,126,47,33,37,2023-06-04T23:30:00,2023-06-04T18:00:00,1685901600
95,134.3,2023-06-04:17,4,130,47,33,35,2023-06-04T22:30:00,2023-06-04T17:00:00,1685898000
95,129.7,2023-06-04:16,4,134,47,33,33,2023-06-04T21:30:00,2023-06-04T16:00:00,1685894400
95,125,2023-06-04:15,4,138,47,33,31,2023-06-04T20:30:00,2023-06-04T15:00:00,1685890800
92,118,2023-06-04:14,3.3,140.7,45,31.33,24.3,2023-06-04T19:30:00,2023-06-04T14:00:00,1685887200
88,111,2023-06-04:13,2.7,143.3,43,29.67,17.7,2023-06-04T18:30:00,2023-06-04T13:00:00,1685883600
85,104,2023-06-04:12,2,146,41,28,11,2023-06-04T17:30:00,2023-06-04T12:00:00,1685880000
78,98.7,2023-06-04:11,1.7,142.3,36.7,25,8.3,2023-06-04T16:30:00,2023-06-04T11:00:00,1685876400
73,93.3,2023-06-04:10,1.3,138.7,32.3,22,5.7,2023-06-04T15:30:00,2023-06-04T10:00:00,1685872800
69,88,2023-06-04:09,1,135,28,19,3,2023-06-04T14:30:00,2023-06-04T09:00:00,1685869200
67,85.7,2023-06-04:08,1,133.7,26,17.67,2.7,2023-06-04T13:30:00,2023-06-04T08:00:00,1685865600
65,83.3,2023-06-04:07,1,132.3,24,16.33,2.3,2023-06-04T12:30:00,2023-06-04T07:00:00,1685862000
64,81,2023-06-04:06,1,131,22,15,2,2023-06-04T11:30:00,2023-06-04T06:00:00,1685858400
58,84,2023-06-04:05,1,121.7,23,15.67,1.7,2023-06-04T10:30:00,2023-06-04T05:00:00,1685854800
59,87,2023-06-04:04,1,112.3,24,16.33,1.3,2023-06-04T09:30:00,2023-06-04T04:00:00,1685851200
61,90,2023-06-04:03,1,103,25,17,1,2023-06-04T08:30:00,2023-06-04T03:00:00,1685847600
59,97.7,2023-06-04:02,2.3,81.7,23.3,16,1,2023-06-04T07:30:00,2023-06-04T02:00:00,1685844000
56,105.3,2023-06-04:01,3.7,60.3,21.7,15,1,2023-06-04T06:30:00,2023-06-04T01:00:00,1685840400
54,113,2023-06-04:00,5,39,20,14,1,2023-06-04T05:30:00,2023-06-04T00:00:00,1685836800
56,109.7,2023-06-03:23,5,50.3,21,14.67,1.3,2023-06-04T04:30:00,2023-06-03T23:00:00,1685833200
57,106.3,2023-06-03:22,5,61.7,22,15.33,1.7,2023-06-04T03:30:00,2023-06-03T22:00:00,1685829600
59,103,2023-06-03:21,5,73,23,16,2,2023-06-04T02:30:00,2023-06-03T21:00:00,1685826000
60,101,2023-06-03:20,4.3,78.7,24,16.67,2,2023-06-04T01:30:00,2023-06-03T20:00:00,1685822400
62,99,2023-06-03:19,3.7,84.3,25,17.33,2,2023-06-04T00:30:00,2023-06-03T19:00:00,1685818800
63,97,2023-06-03:18,3,90,26,18,2,2023-06-03T23:30:00,2023-06-03T18:00:00,1685815200
