aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
115,171,2023-06-12:03,8,111,60,41,55,2023-06-12T08:30:00,2023-06-12T03:00:00,1686538800
119,188,2023-06-12:02,10,90.3,62,42.33,49.3,2023-06-12T07:30:00,2023-06-12T02:00:00,1686535200
122,205,2023-06-12:01,12,69.7,64,43.67,43.7,2023-06-12T06:30:00,2023-06-12T01:00:00,1686531600
126,222,2023-06-12:00,14,49,66,45,38,2023-06-12T05:30:00,2023-06-12T00:00:00,1686528000
120,222.7,2023-06-11:23,15.3,54.7,63,42.67,41.3,2023-06-12T04:30:00,2023-06-11T23:00:00,1686524400
113,223.3,2023-06-11:22,16.7,60.3,60,40.33,44.7,2023-06-12T03:30:00,2023-06-11T22:00:00,1686520800
107,224,2023-06-11:21,18,66,57,38,48,2023-06-12T02:30:00,2023-06-11T21:00:00,1686517200
102,224.7,2023-06-11:20,18.3,77.7,54.7,36,48.3,2023-06-12T01:30:00,2023-06-11T20:00:00,1686513600
98,225.3,2023-06-11:19,18.7,89.3,52.3,34,48.7,2023-06-12T00:30:00,2023-06-11T19:00:00,1686510000
93,226,2023-06-11:18,19,101,50,32,49,2023-06-11T23:30:00,2023-06-11T18:00:00,1686506400
92,214.7,2023-06-11:17,16.3,115,49.7,31.33,44.3,2023-06-11T22:30:00,2023-06-11T17:00:00,1686502800
90,203.3,2023-06-11:16,13.7,129,49.3,30.67,39.7,2023-06-11T21:30:00,2023-06-11T16:00:00,1686499200
89,192,2023-06-11:15,11,143,49,30,35,2023-06-11T20:30:00,2023-06-11T15:00:00,1686495600
95,176,2023-06-11:14,8.3,156,48.3,29.33,33.7,2023-06-11T19:30:00,2023-06-11T14:00:00,1686492000
103,160,2023-06-11:13,5.7,169,47.7,28.67,32.3,2023-06-11T18:30:00,2023-06-11T13:00:00,1686488400
107,144,2023-06-11:12,3,182,47,28,31,2023-06-11T17:30:00,2023-06-11T12:00:00,1686484800
106,145,2023-06-11:11,2.3,180.7,52,30.67,30.7,2023-06-11T16:30:00,2023-06-11T11:00:00,1686481200
106,146,2023-06-11:10,1.7,179.3,57,33.33,30.3,2023-06-11T15:30:00,2023-06-11T10:00:00,1686477600
105,147,2023-06-11:09,1,178,62,36,30,2023-06-11T14:30:00,2023-06-11T09:00:00,1686474000
104,146,2023-06-11:08,1.3,173.3,61.3,36.33,31,2023-06-11T13:30:00,2023-06-11T08:00:00,1686470400
103,145,2023-06-11:07,1.7,168.7,60.7,36.67,32,2023-06-11T12:30:00,2023-06-11T07:00:00,1686466800
104,144,2023-06-11:06,2,164,60,37,33,2023-06-11T11:30:00,2023-06-11T06:00:00,1686463200
109,144.3,2023-06-11:05,3,145.7,60.7,38.67,28,2023-06-11T10:30:00,2023-06-11T05:00:00,1686459600
113,144.7,2023-06-11:04,4,127.3,61.3,40.33,23,2023-06-11T09:30:00,2023-06-11T04:00:00,1686456000
118,145,2023-06-11:03,5,109,62,42,18,2023-06-11T08:30:00,2023-06-11T03:00:00,1686452400
119,154.3,2023-06-11:02,6,86.3,62.7,42.33,14.7,2023-06-11T07:30:00,2023-06-11T02:00:00,1686448800
120,163.7,2023-06-11:01,7,63.7,63.3,42.67,11.3,2023-06-11T06:30:00,2023-06-11T01:00:00,1686445200
121,173,2023-06-11:00,8,41,64,43,8,2023-06-11T05:30:00,2023-06-11T00:00:00,1686441600
134,187.7,2023-06-10:23,8.7,43.7,70.7,48,8.7,2023-06-11T04:30:00,2023-06-10T23:00:00,1686438000
148,202.3,2023-06-10:22,9.3,46.3,77.3,53,9.3,2023-06-11T03:30:00,2023-06-10T22:00:00,1686434400
153,217,2023-06-10:21,10,49,84,58,10,2023-06-11T02:30:00,2023-06-10T21:00:00,1686430800
153,214.7,2023-06-10:20,11,65.3,79.7,55,14,2023-06-11T01:30:00,2023-06-10T20:00:00,1686427200
145,212.3,2023-06-10:19,12,81.7,75.3,52,18,2023-06-11T00:30:00,2023-06-10T19:00:00,1686423600
137,210,2023-06-10:18,13,98,71,49,22,2023-06-10T23:30:00,2023-06-10T18:00:00,1686420000
130,197.7,2023-06-10:17,11,118,69,46.33,28.3,2023-06-10T22:30:00,2023-06-10T17:00:00,1686416400
122,185.3,2023-06-10:16,9,138,67,43.67,34.7,2023-06-10T21:30:00,2023-06-10T16:00:00,1686412800
115,173,2023-06-10:15,7,158,65,41,41,2023-06-10T20:30:00,2023-06-10T15:00:00,1686409200
112,164,2023-06-10:14,6,163,65.3,39.67,38.3,2023-06-10T19:30:00,2023-06-10T14:00:00,1686405600
108,155,2023-06-10:13,5,168,65.7,38.33,35.7,2023-06-10T18:30:00,2023-06-10T13:00:00,1686402000
104,146,2023-06-10:12,4,173,66,37,33,2023-06-10T17:30:00,2023-06-10T12:00:00,1686398400
107,144.3,2023-06-10:11,3.3,175.7,65.7,38,33.3,2023-06-10T16:30:00,2023-06-10T11:00:00,1686394800
110,142.7,2023-06-10:10,2.7,178.3,65.3,39,33.7,2023-06-10T15:30:00,2023-06-10T10:00:00,1686391200
112,141,2023-06-10:09,2,181,65,40,34,2023-06-10T14:30:00,2023-06-10T09:00:00,1686387600
111,145.7,2023-06-10:08,2,178.7,62.7,39.33,35.7,2023-06-10T13:30:00,2023-06-10T08:00:00,1686384000
109,150.3,2023-06-10:07,2,176.3,60.3,38.67,37.3,2023-06-10T12:30:00,2023-06-10T07:00:00,1686380400
107,155,2023-06-10:06,2,174,58,38,39,2023-06-10T11:30:00,2023-06-10T06:00:00,1686376800
109,140.7,2023-06-10:05,2.7,154,58.7,38.67,29.7,2023-06-10T10:30:00,2023-06-10T05:00:00,1686373200
111,126.3,2023-06-10:04,3.3,134,59.3,39.33,20.3,2023-06-10T09:30:00,2023-06-10T04:00:00,1686369600
112,112,2023-06-10:03,4,114,60,40,11,2023-06-10T08:30:00,2023-06-10T03:00:00,1686366000
112,114.7,2023-06-10:02,4.3,98,59.3,40,8.7,2023-06-10T07:30:00,2023-06-10T02:00:00,1686362400
112,117.3,2023-06-10:01,4.7,82,58.7,40,6.3,2023-06-10T06:30:00,2023-06-10T01:00:00,1686358800
112,120,2023-06-10:00,5,66,58,40,4,2023-06-10T05:30:00,2023-06-10T00:00:00,1686355200
113,152.3,2023-06-09:23,9.3,54.7,58.7,40.33,6.7,2023-06-10T04:30:00,2023-06-09T23:00:00,1686351600
114,184.7,2023-06-09:22,13.7,43.3,59.3,40.67,9.3,2023-06-10T03:30:00,2023-06-09T22:00:00,1686348000
115,217,2023-06-09:21,18,32,60,41,12,2023-06-10T02:30:00,2023-06-09T21:00:00,1686344400
108,218.7,2023-06-09:20,19,44.3,56.7,38.33,18,2023-06-10T01:30:00,2023-06-09T20:00:00,1686340800
101,220.3,2023-06-09:19,20,56.7,53.3,35.67,24,2023-06-10T00:30:00,2023-06-09T19:00:00,1686337200
95,222,2023-06-09:18,21,69,50,33,30,2023-06-09T23:30:00,2023-06-09T18:00:00,1686333600
90,204.7,2023-06-09:17,18.3,86,46.7,30.33,29.7,2023-06-09T22:30:00,2023-06-09T17:00:00,1686330000
84,187.3,2023-06-09:16,15.7,103,43.3,27.67,29.3,2023-06-09T21:30:00,2023-06-09T16:00:00,1686326400
78,170,2023-06-09:15,13,120,40,25,29,2023-06-09T20:30:00,2023-06-09T15:00:00,1686322800
75,150.7,2023-06-09:14,9.7,135.7,38.7,23.67,28.7,2023-06-09T19:30:00,2023-06-09T14:00:00,1686319200
89,131.3,2023-06-09:13,6.3,151.3,37.3,22.33,28.3,2023-06-09T18:30:00,2023-06-09T13:00:00,1686315600
102,112,2023-06-09:12,3,167,36,21,28,2023-06-09T17:30:00,2023-06-09T12:00:00,1686312000
103,111.7,2023-06-09:11,2.7,170.7,40.7,24.33,28.7,2023-06-09T16:30:00,2023-06-09T11:00:00,1686308400
104,111.3,2023-06-09:10,2.3,174.3,45.3,27.67,29.3,2023-06-09T15:30:00,2023-06-09T10:00:00,1686304800
105,111,2023-06-09:09,2,178,50,31,30,2023-06-09T14:30:00,2023-06-09T09:00:00,1686301200
104,115.3,2023-06-09:08,2.7,172.7,50.3,32,34.7,2023-06-09T13:30:00,2023-06-09T08:00:00,1686297600
102,119.7,2023-06-09:07,3.3,167.3,50.7,33,39.3,2023-06-09T12:30:00,2023-06-09T07:00:00,1686294000
101,124,2023-06-09:06,4,162,51,34,44,2023-06-09T11:30:00,2023-06-09T06:00:00,1686290400
103,136,2023-06-09:05,5.7,144.3,54.3,36.67,37.3,2023-06-09T10:30:00,2023-06-09T05:00:00,1686286800
111,148,2023-06-09:04,7.3,126.7,57.7,39.33,30.7,2023-06-09T09:30:00,2023-06-09T04:00:00,1686283200
118,160,2023-06-09:03,9,109,61,42,24,2023-06-09T08:30:00,2023-06-09T03:00:00,1686279600
121,181.3,2023-06-09:02,10,79.3,62,43,17.3,2023-06-09T07:30:00,2023-06-09T02:00:00,1686276000
123,202.7,2023-06-09:01,11,49.7,63,44,10.7,2023-06-09T06:30:00,2023-06-09T01:00:00,1686272400
126,224,2023-06-09:00,12,20,64,45,4,2023-06-09T05:30:00,2023-06-09T00:00:00,1686268800
121,228.3,2023-06-08:23,13,23.7,61.7,43,4.7,2023-06-09T04:30:00,2023-06-08T23:00:00,1686265200
115,232.7,2023-06-08:22,14,27.3,59.3,41,5.3,2023-06-09T03:30:00,2023-06-08T22:00:00,1686261600
110,237,2023-06-08:21,15,31,57,39,6,2023-06-09T02:30:00,2023-06-08T21:00:00,1686258000
104,239.7,2023-06-08:20,16.3,42.7,54.7,37,9.7,2023-06-09T01:30:00,2023-06-08T20:00:00,1686254400
100,242.3,2023-06-08:19,17.7,54.3,52.3,35,13.3,2023-06-09T00:30:00,2023-06-08T19:00:00,1686250800
95,245,2023-06-08:18,19,66,50,33,17,2023-06-08T23:30:00,2023-06-08T18:00:00,1686247200
90,219.7,2023-06-08:17,17.3,82.3,45.7,30.33,22,2023-06-08T22:30:00,2023-06-08T17:00:00,1686243600
84,194.3,2023-06-08:16,15.7,98.7,41.3,27.67,27,2023-06-08T21:30:00,2023-06-08T16:00:00,1686240000
78,169,2023-06-08:15,14,115,37,25,32,2023-06-08T20:30:00,2023-06-08T15:00:00,1686236400
73,147.3,2023-06-08:14,10,130.7,34,22.67,29.7,2023-06-08T19:30:00,2023-06-08T14:00:00,1686232800
83,125.7,2023-06-08:13,6,146.3,31,20.33,27.3,2023-06-08T18:30:00,2023-06-08T13:00:00,1686229200
101,104,2023-06-08:12,2,162,28,18,25,2023-06-08T17:30:00,2023-06-08T12:00:00,1686225600
101,105.3,2023-06-08:11,2,165,33,21,27,2023-06-08T16:30:00,2023-06-08T11:00:00,1686222000
102,106.7,2023-06-08:10,2,168,38,24,29,2023-06-08T15:30:00,2023-06-08T10:00:00,1686218400
103,108,2023-06-08:09,2,171,43,27,31,2023-06-08T14:30:00,2023-06-08T09:00:00,1686214800
102,110.3,2023-06-08:08,2.3,168,43.3,27.67,38,2023-06-08T13:30:00,2023-06-08T08:00:00,1686211200
101,112.7,2023-06-08:07,2.7,165,43.7,28.33,45,2023-06-08T12:30:00,2023-06-08T07:00:00,1686207600
101,115,2023-06-08:06,3,162,44,29,52,2023-06-08T11:30:00,2023-06-08T06:00:00,1686204000
95,128.3,2023-06-08:05,4.3,148,49.3,33,61.3,2023-06-08T10:30:00,2023-06-08T05:00:00,1686200400
104,141.7,2023-06-08:04,5.7,134,54.7,37,70.7,2023-06-08T09:30:00,2023-06-08T04:00:00,1686196800
115,155,2023-06-08:03,7,120,60,41,80,2023-06-08T08:30:00,2023-06-08T03:00:00,1686193200
119,174.3,2023-06-08:02,8.7,90.3,61.7,42.33,60.3,2023-06-08T07:30:00,2023-06-08T02:00:00,1686189600
122,193.7,2023-06-08:01,10.3,60.7,63.3,43.67,40.7,2023-06-08T06:30:00,2023-06-08T01:00:00,1686186000
126,213,2023-06-08:00,12,31,65,45,21,2023-06-08T05:30:00,2023-06-08T00:00:00,1686182400
119,211.3,2023-06-07:23,13.3,39,61.3,42.33,27,2023-06-08T04:30:00,2023-06-07T23:00:00,1686178800
112,209.7,2023-06-07:22,14.7,47,57.7,39.67,33,2023-06-08T03:30:00,2023-06-07T22:00:00,1686175200
104,208,2023-06-07:21,16,55,54,37,39,2023-06-08T02:30:00,2023-06-07T21:00:00,1686171600
98,206.3,2023-06-07:20,17,65.7,50.7,34.33,42,2023-06-08T01:30:00,2023-06-07T20:00:00,1686168000
92,204.7,2023-06-07:19,18,76.3,47.3,31.67,45,2023-06-08T00:30:00,2023-06-07T19:00:00,1686164400
87,203,2023-06-07:18,19,87,44,29,48,2023-06-07T23:30:00,2023-06-07T18:00:00,1686160800
85,194.3,2023-06-07:17,18,93.3,43,28,41.3,2023-06-07T22:30:00,2023-06-07T17:00:00,1686157200
82,185.7,2023-06-07:16,17,99.7,42,27,34.7,2023-06-07T21:30:00,2023-06-07T16:00:00,1686153600
80,177,2023-06-07:15,16,106,41,26,28,2023-06-07T20:30:00,2023-06-07T15:00:00,1686150000
74,153.3,2023-06-07:14,11.3,121.7,36.3,23.33,24.3,2023-06-07T19:30:00,2023-06-07T14:00:00,1686146400
72,129.7,2023-06-07:13,6.7,137.3,31.7,20.67,20.7,2023-06-07T18:30:00,2023-06-07T13:00:00,1686142800
91,106,2023-06-07:12,2,153,27,18,17,2023-06-07T17:30:00,2023-06-07T12:00:00,1686139200
97,106.3,2023-06-07:11,2,157.7,31.7,20.67,20,2023-06-07T16:30:00,2023-06-07T11:00:00,1686135600
101,106.7,2023-06-07:10,2,162.3,36.3,23.33,23,2023-06-07T15:30:00,2023-06-07T10:00:00,1686132000
102,107,2023-06-07:09,2,167,41,26,26,2023-06-07T14:30:00,2023-06-07T09:00:00,1686128400
101,109,2023-06-07:08,2,165,42,26.33,28.3,2023-06-07T13:30:00,2023-06-07T08:00:00,1686124800
101,111,2023-06-07:07,2,163,43,26.67,30.7,2023-06-07T12:30:00,2023-06-07T07:00:00,1686121200
100,113,2023-06-07:06,2,161,44,27,33,2023-06-07T11:30:00,2023-06-07T06:00:00,1686117600
90,124.3,2023-06-07:05,2.7,151.7,47.3,30.33,27.7,2023-06-07T10:30:00,2023-06-07T05:00:00,1686114000
97,135.7,2023-06-07:04,3.3,142.3,50.7,33.67,22.3,2023-06-07T09:30:00,2023-06-07T04:00:00,1686110400
104,147,2023-06-07:03,4,133,54,37,17,2023-06-07T08:30:00,2023-06-07T03:00:00,1686106800
113,181,2023-06-07:02,6.3,95.3,58.7,40.33,12.7,2023-06-07T07:30:00,2023-06-07T02:00:00,1686103200
122,215,2023-06-07:01,8.7,57.7,63.3,43.67,8.3,2023-06-07T06:30:00,2023-06-07T01:00:00,1686099600
131,249,2023-06-07:00,11,20,68,47,4,2023-06-07T05:30:00,2023-06-07T00:00:00,1686096000
131,255,2023-06-06:23,13.3,25,67.7,47,5.3,2023-06-07T04:30:00,2023-06-06T23:00:00,1686092400
131,261,2023-06-06:22,15.7,30,67.3,47,6.7,2023-06-07T03:30:00,2023-06-06T22:00:00,1686088800
131,267,2023-06-06:21,18,35,67,47,8,2023-06-07T02:30:00,2023-06-06T21:00:00,1686085200
124,270.7,2023-06-06:20,19,48.3,63.7,44.33,11,2023-06-07T01:30:00,2023-06-06T20:00:00,1686081600
117,274.3,2023-06-06:19,20,61.7,60.3,41.67,14,2023-06-07T00:30:00,2023-06-06T19:00:00,1686078000
110,278,2023-06-06:18,21,75,57,39,17,2023-06-06T23:30:00,2023-06-06T18:00:00,1686074400
104,259.7,2023-06-06:17,23,82,55,37,21.3,2023-06-06T22:30:00,2023-06-06T17:00:00,1686070800
100,241.3,2023-06-06:16,25,89,53,35,25.7,2023-06-06T21:30:00,2023-06-06T16:00:00,1686067200
95,223,2023-06-06:15,27,96,51,33,30,2023-06-06T20:30:00,2023-06-06T15:00:00,1686063600
88,189.7,2023-06-06:14,19,118.3,46.3,29.67,26.7,2023-06-06T19:30:00,2023-06-06T14:00:00,1686060000
81,156.3,2023-06-06:13,11,140.7,41.7,26.33,23.3,2023-06-06T18:30:00,2023-06-06T13:00:00,1686056400
101,123,2023-06-06:12,3,163,37,23,20,2023-06-06T17:30:00,2023-06-06T12:00:00,1686052800
101,124.7,2023-06-06:11,2.7,164.3,41,25,20.7,2023-06-06T16:30:00,2023-06-06T11:00:00,1686049200
102,126.3,2023-06-06:10,2.3,165.7,45,27,21.3,2023-06-06T15:30:00,2023-06-06T10:00:00,1686045600
102,128,2023-06-06:09,2,167,49,29,22,2023-06-06T14:30:00,2023-06-06T09:00:00,1686042000
102,128.3,2023-06-06:08,2,167.3,49.3,30.33,25.7,2023-06-06T13:30:00,2023-06-06T08:00:00,1686038400
102,128.7,2023-06-06:07,2,167.7,49.7,31.67,29.3,2023-06-06T12:30:00,2023-06-06T07:00:00,1686034800
102,129,2023-06-06:06,2,168,50,33,33,2023-06-06T11:30:00,2023-06-06T06:00:00,1686031200
90,122.7,2023-06-06:05,2.3,151.3,47,30.67,27.7,2023-06-06T10:30:00,2023-06-06T05:00:00,1686027600
85,116.3,2023-06-06:04,2.7,134.7,44,28.33,22.3,2023-06-06T09:30:00,2023-06-06T04:00:00,1686024000
80,110,2023-06-06:03,3,118,41,26,17,2023-06-06T08:30:00,2023-06-06T03:00:00,1686020400
87,116.3,2023-06-06:02,4.7,86.3,45.7,29,12.3,2023-06-06T07:30:00,2023-06-06T02:00:00,1686016800
93,122.7,2023-06-06:01,6.3,54.7,50.3,32,7.7,2023-06-06T06:30:00,2023-06-06T01:00:00,1686013200
100,129,2023-06-06:00,8,23,55,35,3,2023-06-06T05:30:00,2023-06-06T00:00:00,1686009600
106,133.3,2023-06-05:23,8.3,31.3,57.3,37.67,3.3,2023-06-06T04:30:00,2023-06-05T23:00:00,1686006000
113,137.7,2023-06-05:22,8.7,39.7,59.7,40.33,3.7,2023-06-06T03:30:00,2023-06-05T22:00:00,1686002400
121,142,2023-06-05:21,9,48,62,43,4,2023-06-06T02:30:00,2023-06-05T21:00:00,1685998800
119,178,2023-06-05:20,12.7,47,61.7,42.33,4.7,2023-06-06T01:30:00,2023-06-05T20:00:00,1685995200
117,214,2023-06-05:19,16.3,46,61.3,41.67,5.3,2023-06-06T00:30:00,2023-06-05T19:00:00,1685991600
115,250,2023-06-05:18,20,45,61,41,6,2023-06-05T23:30:00,2023-06-05T18:00:00,1685988000
107,250,2023-06-05:17,22.7,64.7,57,38,13.3,2023-06-05T22:30:00,2023-06-05T17:00:00,1685984400
100,250,2023-06-05:16,25.3,84.3,53,35,20.7,2023-06-05T21:30:00,2023-06-05T16:00:00,1685980800
93,250,2023-06-05:15,28,104,49,32,28,2023-06-05T20:30:00,2023-06-05T15:00:00,1685977200
88,209,2023-06-05:14,20,126.3,46.3,29.67,31,2023-06-05T19:30:00,2023-06-05T14:00:00,1685973600
86,168,2023-06-05:13,12,148.7,43.7,27.33,34,2023-06-05T18:30:00,2023-06-05T13:00:00,1685970000
103,127,2023-06-05:12,4,171,41,25,37,2023-06-05T17:30:00,2023-06-05T12:00:00,1685966400
104,128,2023-06-05:11,3.3,172,42.7,25.67,36,2023-06-05T16:30:00,2023-06-05T11:00:00,1685962800
104,129,2023-06-05:10,2.7,173,44.3,26.33,35,2023-06-05T15:30:00,2023-06-05T10:00:00,1685959200
104,130,2023-06-05:09,2,174,46,27,34,2023-06-05T14:30:00,2023-06-05T09:00:00,1685955600
104,141.7,2023-06-05:08,3,173.7,52.7,32.33,42.3,2023-06-05T13:30:00,2023-06-05T08:00:00,1685952000
106,153.3,2023-06-05:07,4,173.3,59.3,37.67,50.7,2023-06-05T12:30:00,2023-06-05T07:00:00,1685948400
121,165,2023-06-05:06,5,173,66,43,59,2023-06-05T11:30:00,2023-06-05T06:00:00,1685944800
122,176,2023-06-05:05,7.3,146.7,67,43.67,55,2023-06-05T10:30:00,2023-06-05T05:00:00,1685941200
124,187,2023-06-05:04,9.7,120.3,68,44.33,51,2023-06-05T09:30:00,2023-06-05T04:00:00,1685937600
126,198,2023-06-05:03,12,94,69,45,47,2023-06-05T08:30:00,2023-06-05T03:00:00,1685934000
128,208.3,2023-06-05:02,12.3,69.3,69.7,45.67,34,2023-06-05T07:30:00,2023-06-05T02:00:00,1685930400
130,218.7,2023-06-05:01,12.7,44.7,70.3,46.33,21,2023-06-05T06:30:00,2023-06-05T01:00:00,1685926800
131,229,2023-06-05:00,13,20,71,47,8,2023-06-05T05:30:00,2023-06-05T00:00:00,1685923200
123,229.3,2023-06-04:23,14.7,22.3,66.7,44,8,2023-06-05T04:30:00,2023-06-04T23:00:00,1685919600
115,229.7,2023-06-04:22,16.3,24.7,62.3,41,8,2023-06-05T03:30:00,2023-06-04T22:00:00,1685916000
107,230,2023-06-04:21,18,27,58,38,8,2023-06-05T02:30:00,2023-06-04T21:00:00,1685912400
103,237.7,2023-06-04:20,20,35.7,57.3,36.67,15.7,2023-06-05T01:30:00,2023-06-04T20:00:00,1685908800
100,245.3,2023-06-04:19,22,44.3,56.7,35.33,23.3,2023-06-05T00:30:00,2023-06-04T19:00:00,1685905200
98,253,2023-06-04:18,24,53,56,34,31,2023-06-04T23:30:00,2023-06-04T18:00:00,1685901600
97,238.7,2023-06-04:17,21.7,69.7,56,33.67,37,2023-06-04T22:30:00,2023-06-04T17:00:00,1685898000
96,224.3,2023-06-04:16,19.3,86.3,56,33.33,43,2023-06-04T21:30:00,2023-06-04T16:00:00,1685894400
95,210,2023-06-04:15,17,103,56,33,49,2023-06-04T20:30:00,2023-06-04T15:00:00,1685890800
98,191.3,2023-06-04:14,13,122.7,58.3,34.33,51.3,2023-06-04T19:30:00,2023-06-04T14:00:00,1685887200
101,172.7,2023-06-04:13,9,142.3,60.7,35.67,53.7,2023-06-04T18:30:00,2023-06-04T13:00:00,1685883600
104,154,2023-06-04:12,5,162,63,37,56,2023-06-04T17:30:00,2023-06-04T12:00:00,1685880000
103,145,2023-06-04:11,4,169,60,36,54.3,2023-06-04T16:30:00,2023-06-04T11:00:00,1685876400
105,136,2023-06-04:10,3,176,57,35,52.7,2023-06-04T15:30:00,2023-06-04T10:00:00,1685872800
107,127,2023-06-04:09,2,183,54,34,51,2023-06-04T14:30:00,2023-06-04T09:00:00,1685869200
106,129.3,2023-06-04:08,3,179.7,54.7,35.33,57,2023-06-04T13:30:00,2023-06-04T08:00:00,1685865600
105,131.7,2023-06-04:07,4,176.3,55.3,36.67,63,2023-06-04T12:30:00,2023-06-04T07:00:00,1685862000
107,134,2023-06-04:06,5,173,56,38,69,2023-06-04T11:30:00,2023-06-04T06:00:00,1685858400
118,139,2023-06-04:05,5.3,154.7,61.3,42,61.3,2023-06-04T10:30:00,2023-06-04T05:00:00,1685854800
129,144,2023-06-04:04,5.7,136.3,66.7,46,53.7,2023-06-04T09:30:00,2023-06-04T04:00:00,1685851200
139,149,2023-06-04:03,6,118,72,50,46,2023-06-04T08:30:00,2023-06-04T03:00:00,1685847600
146,164.7,2023-06-04:02,8,85.3,75.3,52.33,32.7,2023-06-04T07:30:00,2023-06-04T02:00:00,1685844000
152,180.3,2023-06-04:01,10,52.7,78.7,54.67,19.3,2023-06-04T06:30:00,2023-06-04T01:00:00,1685840400
152,196,2023-06-04:00,12,20,82,57,6,2023-06-04T05:30:00,2023-06-04T00:00:00,1685836800
146,214.3,2023-06-03:23,12.3,28.3,75.3,52.33,10,2023-06-04T04:30:00,2023-06-03T23:00:00,1685833200
133,232.7,2023-06-03:22,12.7,36.7,68.7,47.67,14,2023-06-04T03:30:00,2023-06-03T22:00:00,1685829600
121,251,2023-06-03:21,13,45,62,43,18,2023-06-04T02:30:00,2023-06-03T21:00:00,1685826000
117,274,2023-06-03:20,23.7,47,61.3,41.67,22,2023-06-04T01:30:00,2023-06-03T20:00:00,1685822400
113,297,2023-06-03:19,34.3,49,60.7,40.33,26,2023-06-04T00:30:00,2023-06-03T19:00:00,1685818800
110,320,2023-06-03:18,45,51,60,39,30,2023-06-03T23:30:00,2023-06-03T18:00:00,1685815200
