aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
150,160,2023-06-21:23,5.3,89.7,79.7,54,36.7,2023-06-22T04:30:00,2023-06-21T23:00:00,1687388400
161,176,2023-06-21:22,6.7,98.3,94.3,64,64.3,2023-06-22T03:30:00,2023-06-21T22:00:00,1687384800
175,192,2023-06-21:21,8,107,109,74,92,2023-06-22T02:30:00,2023-06-21T21:00:00,1687381200
173,225.3,2023-06-21:20,19,98.3,109,73,101.3,2023-06-22T01:30:00,2023-06-21T20:00:00,1687377600
172,258.7,2023-06-21:19,30,89.7,109,72,110.7,2023-06-22T00:30:00,2023-06-21T19:00:00,1687374000
171,292,2023-06-21:18,41,81,109,71,120,2023-06-21T23:30:00,2023-06-21T18:00:00,1687370400
167,267,2023-06-21:17,37.3,91.3,104.7,68.33,113.7,2023-06-21T22:30:00,2023-06-21T17:00:00,1687366800
164,242,2023-06-21:16,33.7,101.7,100.3,65.67,107.3,2023-06-21T21:30:00,2023-06-21T16:00:00,1687363200
160,217,2023-06-21:15,30,112,96,63,101,2023-06-21T20:30:00,2023-06-21T15:00:00,1687359600
161,195,2023-06-21:14,21.3,134,98.3,63.67,101.7,2023-06-21T19:30:00,2023-06-21T14:00:00,1687356000
162,173,2023-06-21:13,12.7,156,100.7,64.33,102.3,2023-06-21T18:30:00,2023-06-21T13:00:00,1687352400
163,151,2023-06-21:12,4,178,103,65,103,2023-06-21T17:30:00,2023-06-21T12:00:00,1687348800
157,147.7,2023-06-21:11,3.7,178.7,97.3,60.67,102,2023-06-21T16:30:00,2023-06-21T11:00:00,1687345200
151,144.3,2023-06-21:10,3.3,179.3,91.7,56.33,101,2023-06-21T15:30:00,2023-06-21T10:00:00,1687341600
145,141,2023-06-21:09,3,180,86,52,100,2023-06-21T14:30:00,2023-06-21T09:00:00,1687338000
137,140,2023-06-21:08,3.3,175.3,81.7,49,105.3,2023-06-21T13:30:00,2023-06-21T08:00:00,1687334400
129,139,2023-06-21:07,3.7,170.7,77.3,46,110.7,2023-06-21T12:30:00,2023-06-21T07:00:00,1687330800
121,138,2023-06-21:06,4,166,73,43,116,2023-06-21T11:30:00,2023-06-21T06:00:00,1687327200
123,138,2023-06-21:05,4.3,155.7,72.7,44,109,2023-06-21T10:30:00,2023-06-21T05:00:00,1687323600
126,138,2023-06-21:04,4.7,145.3,72.3,45,102,2023-06-21T09:30:00,2023-06-21T04:00:00,1687320000
129,138,2023-06-21:03,5,135,72,46,95,2023-06-21T08:30:00,2023-06-21T03:00:00,1687316400
127,139.3,2023-06-21:02,5.3,109.3,70,45.33,65.7,2023-06-21T07:30:00,2023-06-21T02:00:00,1687312800
125,140.7,2023-06-21:01,5.7,83.7,68,44.67,36.3,2023-06-21T06:30:00,2023-06-21T01:00:00,1687309200
123,142,2023-06-21:00,6,58,66,44,7,2023-06-21T05:30:00,2023-06-21T00:00:00,1687305600
132,154.3,2023-06-20:23,7.3,57.3,70.7,47.33,10.7,2023-06-21T04:30:00,2023-06-20T23:00:00,1687302000
141,166.7,2023-06-20:22,8.7,56.7,75.3,50.67,14.3,2023-06-21T03:30:00,2023-06-20T22:00:00,1687298400
150,179,2023-06-20:21,10,56,80,54,18,2023-06-21T02:30:00,2023-06-20T21:00:00,1687294800
148,178.7,2023-06-20:20,11.3,68,79.3,53,26.3,2023-06-21T01:30:00,2023-06-20T20:00:00,1687291200
145,178.3,2023-06-20:19,12.7,80,78.7,52,34.7,2023-06-21T00:30:00,2023-06-20T19:00:00,1687287600
142,178,2023-06-20:18,14,92,78,51,43,2023-06-20T23:30:00,2023-06-20T18:00:00,1687284000
134,178.3,2023-06-20:17,17.7,96.7,73.7,48,51.7,2023-06-20T22:30:00,2023-06-20T17:00:00,1687280400
126,178.7,2023-06-20:16,21.3,101.3,69.3,45,60.3,2023-06-20T21:30:00,2023-06-20T16:00:00,1687276800
118,179,2023-06-20:15,25,106,65,42,69,2023-06-20T20:30:00,2023-06-20T15:00:00,1687273200
113,162.3,2023-06-20:14,18,123,63,40.33,58,2023-06-20T19:30:00,2023-06-20T14:00:00,1687269600
109,145.7,2023-06-20:13,11,140,61,38.67,47,2023-06-20T18:30:00,2023-06-20T13:00:00,1687266000
104,129,2023-06-20:12,4,157,59,37,36,2023-06-20T17:30:00,2023-06-20T12:00:00,1687262400
110,131,2023-06-20:11,3.3,165,61,39,52.7,2023-06-20T16:30:00,2023-06-20T11:00:00,1687258800
115,133,2023-06-20:10,2.7,173,63,41,69.3,2023-06-20T15:30:00,2023-06-20T10:00:00,1687255200
121,135,2023-06-20:09,2,181,65,43,86,2023-06-20T14:30:00,2023-06-20T09:00:00,1687251600
126,138,2023-06-20:08,2.7,178.7,67.3,45,94.3,2023-06-20T13:30:00,2023-06-20T08:00:00,1687248000
131,141,2023-06-20:07,3.3,176.3,69.7,47,102.7,2023-06-20T12:30:00,2023-06-20T07:00:00,1687244400
137,144,2023-06-20:06,4,174,72,49,111,2023-06-20T11:30:00,2023-06-20T06:00:00,1687240800
137,149.7,2023-06-20:05,6.3,151.3,72,49,109,2023-06-20T10:30:00,2023-06-20T05:00:00,1687237200
137,155.3,2023-06-20:04,8.7,128.7,72,49,107,2023-06-20T09:30:00,2023-06-20T04:00:00,1687233600
137,161,2023-06-20:03,11,106,72,49,105,2023-06-20T08:30:00,2023-06-20T03:00:00,1687230000
151,195,2023-06-20:02,12.7,81.7,82.3,56,72,2023-06-20T07:30:00,2023-06-20T02:00:00,1687226400
160,229,2023-06-20:01,14.3,57.3,92.7,63,39,2023-06-20T06:30:00,2023-06-20T01:00:00,1687222800
169,263,2023-06-20:00,16,33,103,70,6,2023-06-20T05:30:00,2023-06-20T00:00:00,1687219200
157,273.3,2023-06-19:23,27,28.3,90,61,24.3,2023-06-20T04:30:00,2023-06-19T23:00:00,1687215600
145,283.7,2023-06-19:22,38,23.7,77,52,42.7,2023-06-20T03:30:00,2023-06-19T22:00:00,1687212000
121,294,2023-06-19:21,49,19,64,43,61,2023-06-20T02:30:00,2023-06-19T21:00:00,1687208400
119,293.3,2023-06-19:20,52.3,22.7,63.3,42.33,65.7,2023-06-20T01:30:00,2023-06-19T20:00:00,1687204800
117,292.7,2023-06-19:19,55.7,26.3,62.7,41.67,70.3,2023-06-20T00:30:00,2023-06-19T19:00:00,1687201200
115,292,2023-06-19:18,59,30,62,41,75,2023-06-19T23:30:00,2023-06-19T18:00:00,1687197600
118,271,2023-06-19:17,49.3,48,63,42,61.7,2023-06-19T22:30:00,2023-06-19T17:00:00,1687194000
121,250,2023-06-19:16,39.7,66,64,43,48.3,2023-06-19T21:30:00,2023-06-19T16:00:00,1687190400
123,229,2023-06-19:15,30,84,65,44,35,2023-06-19T20:30:00,2023-06-19T15:00:00,1687186800
115,189,2023-06-19:14,21.3,102.7,61.3,41,34.7,2023-06-19T19:30:00,2023-06-19T14:00:00,1687183200
107,149,2023-06-19:13,12.7,121.3,57.7,38,34.3,2023-06-19T18:30:00,2023-06-19T13:00:00,1687179600
100,109,2023-06-19:12,4,140,54,35,34,2023-06-19T17:30:00,2023-06-19T12:00:00,1687176000
104,109.3,2023-06-19:11,3.3,145.3,56.7,37,38.3,2023-06-19T16:30:00,2023-06-19T11:00:00,1687172400
110,109.7,2023-06-19:10,2.7,150.7,59.3,39,42.7,2023-06-19T15:30:00,2023-06-19T10:00:00,1687168800
115,110,2023-06-19:09,2,156,62,41,47,2023-06-19T14:30:00,2023-06-19T09:00:00,1687165200
120,114.7,2023-06-19:08,2.3,155.3,64.3,42.67,50,2023-06-19T13:30:00,2023-06-19T08:00:00,1687161600
124,119.3,2023-06-19:07,2.7,154.7,66.7,44.33,53,2023-06-19T12:30:00,2023-06-19T07:00:00,1687158000
129,124,2023-06-19:06,3,154,69,46,56,2023-06-19T11:30:00,2023-06-19T06:00:00,1687154400
133,137.3,2023-06-19:05,4.3,139.7,71.3,47.67,59,2023-06-19T10:30:00,2023-06-19T05:00:00,1687150800
138,150.7,2023-06-19:04,5.7,125.3,73.7,49.33,62,2023-06-19T09:30:00,2023-06-19T04:00:00,1687147200
142,164,2023-06-19:03,7,111,76,51,65,2023-06-19T08:30:00,2023-06-19T03:00:00,1687143600
146,183.3,2023-06-19:02,9,88,77.3,52.33,55,2023-06-19T07:30:00,2023-06-19T02:00:00,1687140000
149,202.7,2023-06-19:01,11,65,78.7,53.67,45,2023-06-19T06:30:00,2023-06-19T01:00:00,1687136400
153,222,2023-06-19:00,13,42,80,55,35,2023-06-19T05:30:00,2023-06-19T00:00:00,1687132800
155,225,2023-06-18:23,15,42.7,86.3,59,27,2023-06-19T04:30:00,2023-06-18T23:00:00,1687129200
160,228,2023-06-18:22,17,43.3,92.7,63,19,2023-06-19T03:30:00,2023-06-18T22:00:00,1687125600
165,231,2023-06-18:21,19,44,99,67,11,2023-06-19T02:30:00,2023-06-18T21:00:00,1687122000
166,251.7,2023-06-18:20,24.3,51.7,100,67.67,26,2023-06-19T01:30:00,2023-06-18T20:00:00,1687118400
167,272.3,2023-06-18:19,29.7,59.3,101,68.33,41,2023-06-19T00:30:00,2023-06-18T19:00:00,1687114800
168,293,2023-06-18:18,35,67,102,69,56,2023-06-18T23:30:00,2023-06-18T18:00:00,1687111200
160,275,2023-06-18:17,38.3,69.3,93,62.67,61,2023-06-18T22:30:00,2023-06-18T17:00:00,1687107600
151,257,2023-06-18:16,41.7,71.7,84,56.33,66,2023-06-18T21:30:00,2023-06-18T16:00:00,1687104000
139,239,2023-06-18:15,45,74,75,50,71,2023-06-18T20:30:00,2023-06-18T15:00:00,1687100400
123,196,2023-06-18:14,31.3,94.7,66.3,44,58.3,2023-06-18T19:30:00,2023-06-18T14:00:00,1687096800
107,153,2023-06-18:13,17.7,115.3,57.7,38,45.7,2023-06-18T18:30:00,2023-06-18T13:00:00,1687093200
93,110,2023-06-18:12,4,136,49,32,33,2023-06-18T17:30:00,2023-06-18T12:00:00,1687089600
98,113,2023-06-18:11,3.7,135.7,52.3,34,28.3,2023-06-18T16:30:00,2023-06-18T11:00:00,1687086000
102,116,2023-06-18:10,3.3,135.3,55.7,36,23.7,2023-06-18T15:30:00,2023-06-18T10:00:00,1687082400
107,119,2023-06-18:09,3,135,59,38,19,2023-06-18T14:30:00,2023-06-18T09:00:00,1687078800
107,134.3,2023-06-18:08,7.3,122,60,38,20,2023-06-18T13:30:00,2023-06-18T08:00:00,1687075200
107,149.7,2023-06-18:07,11.7,109,61,38,21,2023-06-18T12:30:00,2023-06-18T07:00:00,1687071600
107,165,2023-06-18:06,16,96,62,38,22,2023-06-18T11:30:00,2023-06-18T06:00:00,1687068000
104,181,2023-06-18:05,22.7,79,61.7,37,20.7,2023-06-18T10:30:00,2023-06-18T05:00:00,1687064400
102,197,2023-06-18:04,29.3,62,61.3,36,19.3,2023-06-18T09:30:00,2023-06-18T04:00:00,1687060800
100,213,2023-06-18:03,36,45,61,35,18,2023-06-18T08:30:00,2023-06-18T03:00:00,1687057200
93,206,2023-06-18:02,41.7,36.3,59.3,32,29,2023-06-18T07:30:00,2023-06-18T02:00:00,1687053600
87,199,2023-06-18:01,47.3,27.7,57.7,29,40,2023-06-18T06:30:00,2023-06-18T01:00:00,1687050000
80,192,2023-06-18:00,53,19,56,26,51,2023-06-18T05:30:00,2023-06-18T00:00:00,1687046400
79,189,2023-06-17:23,54.3,20,52.3,25.33,47.3,2023-06-18T04:30:00,2023-06-17T23:00:00,1687042800
77,186,2023-06-17:22,55.7,21,48.7,24.67,43.7,2023-06-18T03:30:00,2023-06-17T22:00:00,1687039200
76,183,2023-06-17:21,57,22,45,24,40,2023-06-18T02:30:00,2023-06-17T21:00:00,1687035600
90,227.7,2023-06-17:20,62.3,19.3,55.7,30.33,41.7,2023-06-18T01:30:00,2023-06-17T20:00:00,1687032000
103,272.3,2023-06-17:19,67.7,16.7,66.3,36.67,43.3,2023-06-18T00:30:00,2023-06-17T19:00:00,1687028400
121,317,2023-06-17:18,73,14,77,43,45,2023-06-17T23:30:00,2023-06-17T18:00:00,1687024800
113,272,2023-06-17:17,63,27.7,72,40.33,44,2023-06-17T22:30:00,2023-06-17T17:00:00,1687021200
106,227,2023-06-17:16,53,41.3,67,37.67,43,2023-06-17T21:30:00,2023-06-17T16:00:00,1687017600
100,182,2023-06-17:15,43,55,62,35,42,2023-06-17T20:30:00,2023-06-17T15:00:00,1687014000
92,153.3,2023-06-17:14,30,80,58.3,31.33,38,2023-06-17T19:30:00,2023-06-17T14:00:00,1687010400
84,124.7,2023-06-17:13,17,105,54.7,27.67,34,2023-06-17T18:30:00,2023-06-17T13:00:00,1687006800
76,96,2023-06-17:12,4,130,51,24,30,2023-06-17T17:30:00,2023-06-17T12:00:00,1687003200
82,97,2023-06-17:11,3,135.7,55.3,26.67,32.7,2023-06-17T16:30:00,2023-06-17T11:00:00,1686999600
87,98,2023-06-17:10,2,141.3,59.7,29.33,35.3,2023-06-17T15:30:00,2023-06-17T10:00:00,1686996000
93,99,2023-06-17:09,1,147,64,32,38,2023-06-17T14:30:00,2023-06-17T09:00:00,1686992400
94,103.7,2023-06-17:08,1.7,146.7,61.7,32.33,44.7,2023-06-17T13:30:00,2023-06-17T08:00:00,1686988800
95,108.3,2023-06-17:07,2.3,146.3,59.3,32.67,51.3,2023-06-17T12:30:00,2023-06-17T07:00:00,1686985200
95,113,2023-06-17:06,3,146,57,33,58,2023-06-17T11:30:00,2023-06-17T06:00:00,1686981600
104,134.7,2023-06-17:05,5.3,130.3,62,37,67,2023-06-17T10:30:00,2023-06-17T05:00:00,1686978000
115,156.3,2023-06-17:04,7.7,114.7,67,41,76,2023-06-17T09:30:00,2023-06-17T04:00:00,1686974400
126,178,2023-06-17:03,10,99,72,45,85,2023-06-17T08:30:00,2023-06-17T03:00:00,1686970800
132,190.3,2023-06-17:02,11.3,80.7,74,47.33,65,2023-06-17T07:30:00,2023-06-17T02:00:00,1686967200
139,202.7,2023-06-17:01,12.7,62.3,76,49.67,45,2023-06-17T06:30:00,2023-06-17T01:00:00,1686963600
145,215,2023-06-17:00,14,44,78,52,25,2023-06-17T05:30:00,2023-06-17T00:00:00,1686960000
143,221.3,2023-06-16:23,15,48.3,78,51.33,30,2023-06-17T04:30:00,2023-06-16T23:00:00,1686956400
141,227.7,2023-06-16:22,16,52.7,78,50.67,35,2023-06-17T03:30:00,2023-06-16T22:00:00,1686952800
139,234,2023-06-16:21,17,57,78,50,40,2023-06-17T02:30:00,2023-06-16T21:00:00,1686949200
130,229,2023-06-16:20,18,61.7,73.3,46.67,37.7,2023-06-17T01:30:00,2023-06-16T20:00:00,1686945600
121,224,2023-06-16:19,19,66.3,68.7,43.33,35.3,2023-06-17T00:30:00,2023-06-16T19:00:00,1686942000
112,219,2023-06-16:18,20,71,64,40,33,2023-06-16T23:30:00,2023-06-16T18:00:00,1686938400
105,198,2023-06-16:17,18,81,61,37.33,30.7,2023-06-16T22:30:00,2023-06-16T17:00:00,1686934800
99,177,2023-06-16:16,16,91,58,34.67,28.3,2023-06-16T21:30:00,2023-06-16T16:00:00,1686931200
93,156,2023-06-16:15,14,101,55,32,26,2023-06-16T20:30:00,2023-06-16T15:00:00,1686927600
87,137.3,2023-06-16:14,10.3,114.7,51.7,29,26,2023-06-16T19:30:00,2023-06-16T14:00:00,1686924000
80,118.7,2023-06-16:13,6.7,128.3,48.3,26,26,2023-06-16T18:30:00,2023-06-16T13:00:00,1686920400
78,100,2023-06-16:12,3,142,45,23,26,2023-06-16T17:30:00,2023-06-16T12:00:00,1686916800
80,101.3,2023-06-16:11,2.3,143.7,50.3,25.67,27,2023-06-16T16:30:00,2023-06-16T11:00:00,1686913200
85,102.7,2023-06-16:10,1.7,145.3,55.7,28.33,28,2023-06-16T15:30:00,2023-06-16T10:00:00,1686909600
91,104,2023-06-16:09,1,147,61,31,29,2023-06-16T14:30:00,2023-06-16T09:00:00,1686906000
89,103.7,2023-06-16:08,1.3,143.3,58.7,30,29.3,2023-06-16T13:30:00,2023-06-16T08:00:00,1686902400
87,103.3,2023-06-16:07,1.7,139.7,56.3,29,29.7,2023-06-16T12:30:00,2023-06-16T07:00:00,1686898800
85,103,2023-06-16:06,2,136,54,28,30,2023-06-16T11:30:00,2023-06-16T06:00:00,1686895200
82,112.3,2023-06-16:05,3,127,48.7,26.67,33.7,2023-06-16T10:30:00,2023-06-16T05:00:00,1686891600
79,121.7,2023-06-16:04,4,118,43.3,25.33,37.3,2023-06-16T09:30:00,2023-06-16T04:00:00,1686888000
76,131,2023-06-16:03,5,109,38,24,41,2023-06-16T08:30:00,2023-06-16T03:00:00,1686884400
80,142,2023-06-16:02,6.7,89.3,40.7,26,41,2023-06-16T07:30:00,2023-06-16T02:00:00,1686880800
85,153,2023-06-16:01,8.3,69.7,43.3,28,41,2023-06-16T06:30:00,2023-06-16T01:00:00,1686877200
89,164,2023-06-16:00,10,50,46,30,41,2023-06-16T05:30:00,2023-06-16T00:00:00,1686873600
88,162.3,2023-06-15:23,12,52.7,46,29.67,47.3,2023-06-16T04:30:00,2023-06-15T23:00:00,1686870000
87,160.7,2023-06-15:22,14,55.3,46,29.33,53.7,2023-06-16T03:30:00,2023-06-15T22:00:00,1686866400
87,159,2023-06-15:21,16,58,46,29,60,2023-06-16T02:30:00,2023-06-15T21:00:00,1686862800
85,157.7,2023-06-15:20,16,63.7,44.7,28,59,2023-06-16T01:30:00,2023-06-15T20:00:00,1686859200
82,156.3,2023-06-15:19,16,69.3,43.3,27,58,2023-06-16T00:30:00,2023-06-15T19:00:00,1686855600
80,155,2023-06-15:18,16,75,42,26,57,2023-06-15T23:30:00,2023-06-15T18:00:00,1686852000
77,144.7,2023-06-15:17,14,83.7,40.3,24.67,50.7,2023-06-15T22:30:00,2023-06-15T17:00:00,1686848400
74,134.3,2023-06-15:16,12,92.3,38.7,23.33,44.3,2023-06-15T21:30:00,2023-06-15T16:00:00,1686844800
72,124,2023-06-15:15,10,101,37,22,38,2023-06-15T20:30:00,2023-06-15T15:00:00,1686841200
69,112,2023-06-15:14,7.7,107.7,36.3,20.67,33,2023-06-15T19:30:00,2023-06-15T14:00:00,1686837600
66,100,2023-06-15:13,5.3,114.3,35.7,19.33,28,2023-06-15T18:30:00,2023-06-15T13:00:00,1686834000
63,88,2023-06-15:12,3,121,35,18,23,2023-06-15T17:30:00,2023-06-15T12:00:00,1686830400
67,85.7,2023-06-15:11,2.3,119.7,40.7,20,21.3,2023-06-15T16:30:00,2023-06-15T11:00:00,1686826800
72,83.3,2023-06-15:10,1.7,118.3,46.3,22,19.7,2023-06-15T15:30:00,2023-06-15T10:00:00,1686823200
76,81,2023-06-15:09,1,117,52,24,18,2023-06-15T14:30:00,2023-06-15T09:00:00,1686819600
79,84,2023-06-15:08,1.3,116.7,54.3,25.33,18,2023-06-15T13:30:00,2023-06-15T08:00:00,1686816000
82,87,2023-06-15:07,1.7,116.3,56.7,26.67,18,2023-06-15T12:30:00,2023-06-15T07:00:00,1686812400
85,90,2023-06-15:06,2,116,59,28,18,2023-06-15T11:30:00,2023-06-15T06:00:00,1686808800
89,109.3,2023-06-15:05,5.3,110.3,59,30,34.3,2023-06-15T10:30:00,2023-06-15T05:00:00,1686805200
93,128.7,2023-06-15:04,8.7,104.7,59,32,50.7,2023-06-15T09:30:00,2023-06-15T04:00:00,1686801600
98,148,2023-06-15:03,12,99,59,34,67,2023-06-15T08:30:00,2023-06-15T03:00:00,1686798000
98,147,2023-06-15:02,11.3,90.7,58,34.33,60,2023-06-15T07:30:00,2023-06-15T02:00:00,1686794400
99,146,2023-06-15:01,10.7,82.3,57,34.67,53,2023-06-15T06:30:00,2023-06-15T01:00:00,1686790800
100,145,2023-06-15:00,10,74,56,35,46,2023-06-15T05:30:00,2023-06-15T00:00:00,1686787200
98,151,2023-06-14:23,10,70.3,54.3,34,40.3,2023-06-15T04:30:00,2023-06-14T23:00:00,1686783600
95,157,2023-06-14:22,10,66.7,52.7,33,34.7,2023-06-15T03:30:00,2023-06-14T22:00:00,1686780000
93,163,2023-06-14:21,10,63,51,32,29,2023-06-15T02:30:00,2023-06-14T21:00:00,1686776400
90,160.3,2023-06-14:20,10.7,68,49.7,30.67,32,2023-06-15T01:30:00,2023-06-14T20:00:00,1686772800
87,157.7,2023-06-14:19,11.3,73,48.3,29.33,35,2023-06-15T00:30:00,2023-06-14T19:00:00,1686769200
85,155,2023-06-14:18,12,78,47,28,38,2023-06-14T23:30:00,2023-06-14T18:00:00,1686765600
81,145,2023-06-14:17,11,86.3,44,26.33,35.3,2023-06-14T22:30:00,2023-06-14T17:00:00,1686762000
77,135,2023-06-14:16,10,94.7,41,24.67,32.7,2023-06-14T21:30:00,2023-06-14T16:00:00,1686758400
74,125,2023-06-14:15,9,103,38,23,30,2023-06-14T20:30:00,2023-06-14T15:00:00,1686754800
76,117.3,2023-06-14:14,7,115.3,44,24,29.3,2023-06-14T19:30:00,2023-06-14T14:00:00,1686751200
78,109.7,2023-06-14:13,5,127.7,50,25,28.7,2023-06-14T18:30:00,2023-06-14T13:00:00,1686747600
80,102,2023-06-14:12,3,140,56,26,28,2023-06-14T17:30:00,2023-06-14T12:00:00,1686744000
86,101,2023-06-14:11,2.3,138.3,59,28.67,27.7,2023-06-14T16:30:00,2023-06-14T11:00:00,1686740400
92,100,2023-06-14:10,1.7,136.7,62,31.33,27.3,2023-06-14T15:30:00,2023-06-14T10:00:00,1686736800
98,99,2023-06-14:09,1,135,65,34,27,2023-06-14T14:30:00,2023-06-14T09:00:00,1686733200
103,104.3,2023-06-14:08,1.7,136,68.3,36.67,30.3,2023-06-14T13:30:00,2023-06-14T08:00:00,1686729600
111,109.7,2023-06-14:07,2.3,137,71.7,39.33,33.7,2023-06-14T12:30:00,2023-06-14T07:00:00,1686726000
118,115,2023-06-14:06,3,138,75,42,37,2023-06-14T11:30:00,2023-06-14T06:00:00,1686722400
121,126,2023-06-14:05,5.3,132,73.7,43,41.7,2023-06-14T10:30:00,2023-06-14T05:00:00,1686718800
123,137,2023-06-14:04,7.7,126,72.3,44,46.3,2023-06-14T09:30:00,2023-06-14T04:00:00,1686715200
126,148,2023-06-14:03,10,120,71,45,51,2023-06-14T08:30:00,2023-06-14T03:00:00,1686711600
123,145,2023-06-14:02,8.7,114.3,68.7,44,44,2023-06-14T07:30:00,2023-06-14T02:00:00,1686708000
121,142,2023-06-14:01,7.3,108.7,66.3,43,37,2023-06-14T06:30:00,2023-06-14T01:00:00,1686704400
118,139,2023-06-14:00,6,103,64,42,30,2023-06-14T05:30:00,2023-06-14T00:00:00,1686700800
121,152.7,2023-06-13:23,8,97,65.3,43,33,2023-06-14T04:30:00,2023-06-13T23:00:00,1686697200
123,166.3,2023-06-13:22,10,91,66.7,44,36,2023-06-14T03:30:00,2023-06-13T22:00:00,1686693600
126,180,2023-06-13:21,12,85,68,45,39,2023-06-14T02:30:00,2023-06-13T21:00:00,1686690000
121,185,2023-06-13:20,13.3,88,66,43.33,46.7,2023-06-14T01:30:00,2023-06-13T20:00:00,1686686400
117,190,2023-06-13:19,14.7,91,64,41.67,54.3,2023-06-14T00:30:00,2023-06-13T19:00:00,1686682800
112,195,2023-06-13:18,16,94,62,40,62,2023-06-13T23:30:00,2023-06-13T18:00:00,1686679200
106,184.7,2023-06-13:17,15,101,59,37.67,58.3,2023-06-13T22:30:00,2023-06-13T17:00:00,1686675600
100,174.3,2023-06-13:16,14,108,56,35.33,54.7,2023-06-13T21:30:00,2023-06-13T16:00:00,1686672000
95,164,2023-06-13:15,13,115,53,33,51,2023-06-13T20:30:00,2023-06-13T15:00:00,1686668400
95,149,2023-06-13:14,10,124.7,57.3,32.67,44.7,2023-06-13T19:30:00,2023-06-13T14:00:00,1686664800
94,134,2023-06-13:13,7,134.3,61.7,32.33,38.3,2023-06-13T18:30:00,2023-06-13T13:00:00,1686661200
93,119,2023-06-13:12,4,144,66,32,32,2023-06-13T17:30:00,2023-06-13T12:00:00,1686657600
92,117,2023-06-13:11,3,146,65.3,31.67,31.3,2023-06-13T16:30:00,2023-06-13T11:00:00,1686654000
92,115,2023-06-13:10,2,148,64.7,31.33,30.7,2023-06-13T15:30:00,2023-06-13T10:00:00,1686650400
91,113,2023-06-13:09,1,150,64,31,30,2023-06-13T14:30:00,2023-06-13T09:00:00,1686646800
98,120.7,2023-06-13:08,1.7,153,68.3,34,35.7,2023-06-13T13:30:00,2023-06-13T08:00:00,1686643200
104,128.3,2023-06-13:07,2.3,156,72.7,37,41.3,2023-06-13T12:30:00,2023-06-13T07:00:00,1686639600
112,136,2023-06-13:06,3,159,77,40,47,2023-06-13T11:30:00,2023-06-13T06:00:00,1686636000
121,152.3,2023-06-13:05,4.7,154.7,77.7,43.33,44.3,2023-06-13T10:30:00,2023-06-13T05:00:00,1686632400
130,168.7,2023-06-13:04,6.3,150.3,78.3,46.67,41.7,2023-06-13T09:30:00,2023-06-13T04:00:00,1686628800
139,185,2023-06-13:03,8,146,79,50,39,2023-06-13T08:30:00,2023-06-13T03:00:00,1686625200
139,182.7,2023-06-13:02,7.7,134,77.3,49.67,40.3,2023-06-13T07:30:00,2023-06-13T02:00:00,1686621600
138,180.3,2023-06-13:01,7.3,122,75.7,49.33,41.7,2023-06-13T06:30:00,2023-06-13T01:00:00,1686618000
137,178,2023-06-13:00,7,110,74,49,43,2023-06-13T05:30:00,2023-06-13T00:00:00,1686614400
137,191.3,2023-06-12:23,9.7,102,73.3,49,43,2023-06-13T04:30:00,2023-06-12T23:00:00,1686610800
137,204.7,2023-06-12:22,12.3,94,72.7,49,43,2023-06-13T03:30:00,2023-06-12T22:00:00,1686607200
137,218,2023-06-12:21,15,86,72,49,43,2023-06-13T02:30:00,2023-06-12T21:00:00,1686603600
135,224.3,2023-06-12:20,16.3,92.3,71.7,48.33,47,2023-06-13T01:30:00,2023-06-12T20:00:00,1686600000
133,230.7,2023-06-12:19,17.7,98.7,71.3,47.67,51,2023-06-13T00:30:00,2023-06-12T19:00:00,1686596400
131,237,2023-06-12:18,19,105,71,47,55,2023-06-12T23:30:00,2023-06-12T18:00:00,1686592800
124,222.3,2023-06-12:17,16,122,67.7,44.33,51,2023-06-12T22:30:00,2023-06-12T17:00:00,1686589200
117,207.7,2023-06-12:16,13,139,64.3,41.67,47,2023-06-12T21:30:00,2023-06-12T16:00:00,1686585600
110,193,2023-06-12:15,10,156,61,39,43,2023-06-12T20:30:00,2023-06-12T15:00:00,1686582000
105,179.7,2023-06-12:14,7.7,166.3,59.3,37.33,40,2023-06-12T19:30:00,2023-06-12T14:00:00,1686578400
105,166.3,2023-06-12:13,5.3,176.7,57.7,35.67,37,2023-06-12T18:30:00,2023-06-12T13:00:00,1686574800
108,153,2023-06-12:12,3,187,56,34,34,2023-06-12T17:30:00,2023-06-12T12:00:00,1686571200
107,149.3,2023-06-12:11,2.7,185,55.3,33.33,34.3,2023-06-12T16:30:00,2023-06-12T11:00:00,1686567600
107,145.7,2023-06-12:10,2.3,183,54.7,32.67,34.7,2023-06-12T15:30:00,2023-06-12T10:00:00,1686564000
106,142,2023-06-12:09,2,181,54,32,35,2023-06-12T14:30:00,2023-06-12T09:00:00,1686560400
104,135.7,2023-06-12:08,2,174,50.7,30.67,33.3,2023-06-12T13:30:00,2023-06-12T08:00:00,1686556800
102,129.3,2023-06-12:07,2,167,47.3,29.33,31.7,2023-06-12T12:30:00,2023-06-12T07:00:00,1686553200
100,123,2023-06-12:06,2,160,44,28,30,2023-06-12T11:30:00,2023-06-12T06:00:00,1686549600
94,139,2023-06-12:05,4,143.7,49.3,32.33,38.3,2023-06-12T10:30:00,2023-06-12T05:00:00,1686546000
103,155,2023-06-12:04,6,127.3,54.7,36.67,46.7,2023-06-12T09:30:00,2023-06-12T04:00:00,1686542400
